Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 3.830E-03, 2.231E+00, 7.641E-01, 1.212E+00, 3.478E-01, 3.640E-01, 4.573E-01, 9.100E-05, 3.174E+00, 5.749E-02, 2.880E-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.612E+00
