Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 9.169E-03, 5.973E+00, 1.918E+00, 3.226E+00, 1.883E+00, 1.060E+00, 1.076E+00, 2.445E-04, 4.939E+00, 1.752E-01, 1.209E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+01
